x,y,class
-3.072355046397701184e-01,9.503903593714022602e-01,3.000000000000000000e+00
-8.080953538581876483e-01,5.875675423919261009e-01,4.000000000000000000e+00
-8.081486197238562097e-01,5.866116102846659075e-01,4.000000000000000000e+00
-8.090168272410609429e-01,-5.877851815837353833e-01,6.000000000000000000e+00
-1.000000000092805319e+00,3.293081296944228002e-10,5.000000000000000000e+00
-8.022674528261165561e-01,5.820855835745135654e-01,4.000000000000000000e+00
-8.090164890453331870e-01,-5.877847180845165997e-01,6.000000000000000000e+00
-9.999994403696207401e-01,1.990395459255712762e-08,5.000000000000000000e+00
-8.089394315210557407e-01,5.876828020677115072e-01,4.000000000000000000e+00
-9.928892157652186023e-01,2.861548296977409027e-03,5.000000000000000000e+00
8.090042989244768945e-01,5.877793051971185179e-01,1.000000000000000000e+00
-8.090062270694239333e-01,5.877743060965504585e-01,4.000000000000000000e+00
-8.089563728319884017e-01,5.877395136216939653e-01,4.000000000000000000e+00
-3.085830552016372019e-01,-9.465004169916366727e-01,7.000000000000000000e+00
3.090073443213160465e-01,9.510468464973217406e-01,2.000000000000000000e+00
-3.090142631315360155e-01,9.509617816253430611e-01,3.000000000000000000e+00
3.090061925727400904e-01,9.510150862798585347e-01,2.000000000000000000e+00
-2.703123964376938915e-01,-8.343644357129057498e-01,7.000000000000000000e+00
8.087855873475978674e-01,5.875474401161798754e-01,1.000000000000000000e+00
3.022850970478273003e-01,-9.446033344491282513e-01,8.000000000000000000e+00
8.090020808563287424e-01,5.877668708417056465e-01,1.000000000000000000e+00
3.089540758881122451e-01,-9.506942880422178943e-01,8.000000000000000000e+00
8.088699946418245190e-01,5.875914769204219068e-01,1.000000000000000000e+00
3.089651312709348896e-01,-9.510121819217028927e-01,8.000000000000000000e+00
-9.999135914304001505e-01,-5.039209096010202100e-05,5.000000000000000000e+00
9.999999932639533906e-01,-9.925485900469936768e-09,0.000000000000000000e+00
3.074288060815740242e-01,-9.451722830825054489e-01,8.000000000000000000e+00
8.088795220919652307e-01,-5.876648295442375991e-01,9.000000000000000000e+00
3.089912918963854671e-01,9.510561073583896352e-01,2.000000000000000000e+00
-9.998825406421865125e-01,1.613950144191810411e-04,5.000000000000000000e+00
9.999999998742713503e-01,4.458300547510100014e-11,0.000000000000000000e+00
8.062960046171049333e-01,5.866550045726702800e-01,1.000000000000000000e+00
8.074555905942317757e-01,5.850280443982923684e-01,1.000000000000000000e+00
8.070093619054081735e-01,5.863446366284718048e-01,1.000000000000000000e+00
9.999911265369659796e-01,1.031456596653025013e-05,0.000000000000000000e+00
7.477574581820578548e-01,-5.645140517230218258e-01,9.000000000000000000e+00
9.999868334690787952e-01,-6.081160169178400535e-06,0.000000000000000000e+00
-2.968606880765508049e-01,8.993228898298437635e-01,3.000000000000000000e+00
8.088405894207274516e-01,5.877105110972132840e-01,1.000000000000000000e+00
-8.090168996113179523e-01,-5.877830564417237946e-01,6.000000000000000000e+00
-8.081462775465476644e-01,5.871054813419114282e-01,4.000000000000000000e+00
2.985250719587364543e-01,9.379016595285507574e-01,2.000000000000000000e+00
-3.038836256560294991e-01,9.381700226430498279e-01,3.000000000000000000e+00
-8.090167677371639110e-01,-5.877851818167226794e-01,6.000000000000000000e+00
8.088211415079648026e-01,5.875588487334204579e-01,1.000000000000000000e+00
8.088466778078136077e-01,5.876560245657509451e-01,1.000000000000000000e+00
8.086269129065462025e-01,5.872830238348430987e-01,1.000000000000000000e+00
-3.090038352043536496e-01,9.509806230628806700e-01,3.000000000000000000e+00
8.089385532941767432e-01,-5.877926447636818708e-01,9.000000000000000000e+00
-9.998470325486584764e-01,5.395609419322605063e-05,5.000000000000000000e+00
3.090170196419319559e-01,9.510562050131849965e-01,2.000000000000000000e+00
8.081979044197824535e-01,-5.871020729483168443e-01,9.000000000000000000e+00
-7.882163199089661232e-01,5.529950647348954584e-01,4.000000000000000000e+00
-9.691727146915563029e-01,-1.755962489265259704e-02,5.000000000000000000e+00
8.068528736614143382e-01,-5.859806034612474734e-01,9.000000000000000000e+00
-3.090122615404428119e-01,9.508704959172206150e-01,3.000000000000000000e+00
8.085264825991798077e-01,-5.875200080608102837e-01,9.000000000000000000e+00
9.998054511971247171e-01,-5.021800967570266188e-05,0.000000000000000000e+00
-3.090170089616801063e-01,9.510564615365852958e-01,3.000000000000000000e+00
-8.739736312101475946e-01,-3.738116193998873849e-01,6.000000000000000000e+00
-9.999424537605872132e-01,-4.260729007783418325e-05,5.000000000000000000e+00
-9.999363330242927450e-01,2.155336279942714306e-05,5.000000000000000000e+00
-3.090092937201759371e-01,-9.510503282158182525e-01,7.000000000000000000e+00
3.046530970471683086e-01,9.493104363883492214e-01,2.000000000000000000e+00
3.088084105766095155e-01,9.507534370499701737e-01,2.000000000000000000e+00
-3.090163137106690106e-01,-9.510544829301856851e-01,7.000000000000000000e+00
8.030247013349990359e-01,5.830284992091541163e-01,1.000000000000000000e+00
3.083635074428435208e-01,9.507896258120348554e-01,2.000000000000000000e+00
3.088511045464670812e-01,-9.508176623739151845e-01,8.000000000000000000e+00
-8.079909672182000735e-01,5.867662815927044972e-01,4.000000000000000000e+00
8.089168830344580785e-01,5.877216223579648791e-01,1.000000000000000000e+00
-3.084900898195102048e-01,-9.459135724835856518e-01,7.000000000000000000e+00
-3.091849820596748732e-01,9.506934279482475159e-01,3.000000000000000000e+00
-3.090188549163543352e-01,9.510132342273689421e-01,3.000000000000000000e+00
2.873911238722841599e-01,-9.366437898970102482e-01,8.000000000000000000e+00
3.039427983758256624e-01,-8.271983291999454035e-01,8.000000000000000000e+00
-3.088440680459059173e-01,-9.460287580705954991e-01,7.000000000000000000e+00
7.926971891094219957e-01,-5.927411952691232777e-01,9.000000000000000000e+00
3.090068694649260039e-01,9.510543811905092237e-01,2.000000000000000000e+00
3.090910156433935296e-01,9.510015704728694841e-01,2.000000000000000000e+00
-8.090167728975756756e-01,5.877849664030639909e-01,4.000000000000000000e+00
8.089979279449517335e-01,5.877764135884455676e-01,1.000000000000000000e+00
-9.999977215850575085e-01,1.592627587704394739e-06,5.000000000000000000e+00
-4.529282199652615026e-01,-1.977449008885200921e-01,9.000000000000000000e+00
3.090182166953226450e-01,-9.510542837075101064e-01,8.000000000000000000e+00
-3.090100593151423602e-01,-9.510245954457982043e-01,7.000000000000000000e+00
2.988969048149059393e-01,9.315581712579570350e-01,2.000000000000000000e+00
-3.024584257224052219e-01,9.476105153271950909e-01,3.000000000000000000e+00
9.999995145453538514e-01,-1.929398145368360546e-07,0.000000000000000000e+00
-6.492033722893002512e-01,-3.590151671046584170e-01,4.000000000000000000e+00
-8.090156605327086803e-01,5.877842184416469662e-01,4.000000000000000000e+00
3.092988824390161540e-01,9.508284067270432738e-01,2.000000000000000000e+00
-7.857121003219165178e-01,5.706850468647758357e-01,4.000000000000000000e+00
8.061314284381696504e-01,5.865815852604472358e-01,1.000000000000000000e+00
8.090088023072621315e-01,-5.877823438691378577e-01,9.000000000000000000e+00
-9.999962365308391332e-01,-2.591423605573834277e-07,5.000000000000000000e+00
-3.090089446099704151e-01,-9.509666840763193463e-01,7.000000000000000000e+00
-3.089856222770350769e-01,-9.508708190465564591e-01,7.000000000000000000e+00
3.091402414135298593e-01,9.506079878392417193e-01,2.000000000000000000e+00
3.067127254774935641e-01,-9.265262030543299776e-01,8.000000000000000000e+00
3.090169068778219619e-01,9.510564051012189157e-01,2.000000000000000000e+00
5.935809445326440947e-01,-1.305697126349609216e-01,6.000000000000000000e+00
3.090145849736617989e-01,-9.510535864565795583e-01,8.000000000000000000e+00
-9.999468548516938782e-01,9.141577259009022225e-06,5.000000000000000000e+00
-3.090169885688289764e-01,-9.510565084862773189e-01,7.000000000000000000e+00
-3.090055469188757731e-01,-9.510169119368490076e-01,7.000000000000000000e+00
1.373747732775753017e-01,-1.053573261259913713e-01,9.000000000000000000e+00
8.090079963986055445e-01,5.877775700400796888e-01,1.000000000000000000e+00
3.210402252386229116e-01,-8.117928940911784963e-01,8.000000000000000000e+00
8.089615339906783831e-01,5.877754942384225689e-01,1.000000000000000000e+00
3.062759737778987801e-01,-9.241944744793968436e-01,8.000000000000000000e+00
9.999855478470662806e-01,-4.652847134923624032e-06,0.000000000000000000e+00
-3.090411023731567952e-01,9.510210906294473965e-01,3.000000000000000000e+00
9.999401060460524349e-01,-2.349782260461973841e-05,0.000000000000000000e+00
8.089946491704582687e-01,5.877661385725369003e-01,1.000000000000000000e+00
8.085879185614941456e-01,-5.873447137499215875e-01,9.000000000000000000e+00
-1.260691183961090353e-02,5.352851370196475278e-01,9.000000000000000000e+00
-7.988154841969641318e-01,5.803492389393613005e-01,4.000000000000000000e+00
8.090087679468569437e-01,5.877753072887096364e-01,1.000000000000000000e+00
3.098319325753301490e-01,-9.465846333141848534e-01,8.000000000000000000e+00
3.088635674246528184e-01,9.497615692557673794e-01,2.000000000000000000e+00
8.089652532838822463e-01,5.877524684625422546e-01,1.000000000000000000e+00
3.090345175001081302e-01,9.510432886780935124e-01,2.000000000000000000e+00
8.090165137689906416e-01,-5.877849765956796313e-01,9.000000000000000000e+00
-3.058961779017974614e-01,-9.307630867788898588e-01,7.000000000000000000e+00
-9.999930184776797404e-01,-1.542598324542394071e-06,5.000000000000000000e+00
8.083920612956801977e-01,-5.876094713954687077e-01,9.000000000000000000e+00
3.090164676742707117e-01,9.510559073650939332e-01,2.000000000000000000e+00
-8.088704566902068516e-01,-5.861212847472735410e-01,6.000000000000000000e+00
-8.089614631548233126e-01,5.876600575134862670e-01,4.000000000000000000e+00
8.085696375304644024e-01,5.870355383049868925e-01,1.000000000000000000e+00
-9.967713759721300582e-01,-2.138322788956658043e-03,5.000000000000000000e+00
1.924278128650923902e-01,-8.599565704908537223e-01,8.000000000000000000e+00
3.090292006236162181e-01,9.510476452866618580e-01,2.000000000000000000e+00
8.085743427263025751e-01,-5.878721780747294678e-01,9.000000000000000000e+00
3.090188839117136710e-01,9.510447462690911902e-01,2.000000000000000000e+00
9.998572610456163412e-01,-1.478575034457831665e-06,0.000000000000000000e+00
-8.088531589498463292e-01,5.876653256437948114e-01,4.000000000000000000e+00
9.999999991489672002e-01,-7.493399391373807582e-10,0.000000000000000000e+00
9.999641303583817198e-01,-1.001208219765749232e-05,0.000000000000000000e+00
3.090230716809007627e-01,9.510509538968897614e-01,2.000000000000000000e+00
3.085766132320576505e-01,-9.505033209414596174e-01,8.000000000000000000e+00
-8.013323375147067829e-01,5.840469435397354081e-01,4.000000000000000000e+00
-3.090148973780891817e-01,-9.509037975511246410e-01,7.000000000000000000e+00
8.090017287558276537e-01,5.877782784586935705e-01,1.000000000000000000e+00
3.029649342094777875e-01,9.365001948966799050e-01,2.000000000000000000e+00
-8.089697158349763439e-01,5.876931910294090899e-01,4.000000000000000000e+00
9.999864806683271823e-01,-4.090587499031995429e-07,0.000000000000000000e+00
3.090199058775758290e-01,9.510543001649357508e-01,2.000000000000000000e+00
-3.089449920063696564e-01,-9.305428658961425459e-01,7.000000000000000000e+00
-7.930068229247154710e-01,5.657806143754804395e-01,4.000000000000000000e+00
-3.090168924629357883e-01,9.510564646806803912e-01,3.000000000000000000e+00
-3.090176037184574342e-01,9.510466147532233849e-01,3.000000000000000000e+00
9.999994253515160914e-01,-1.935247160156858686e-07,0.000000000000000000e+00
9.999965643275509075e-01,1.856454458278460284e-06,0.000000000000000000e+00
-3.137521154437567517e-01,9.445376706861475791e-01,3.000000000000000000e+00
8.090063742112332257e-01,5.877791474297167085e-01,1.000000000000000000e+00
8.082644627260310299e-01,-5.874185794380974990e-01,9.000000000000000000e+00
-8.090031506704701281e-01,-5.877635142970324411e-01,6.000000000000000000e+00
-9.999914745563383001e-01,-6.060583830354409643e-06,5.000000000000000000e+00
3.089571549994094557e-01,9.508977364150832390e-01,2.000000000000000000e+00
-9.999994874718676208e-01,1.935835895667389846e-07,5.000000000000000000e+00
6.863256445541587869e-01,-5.193940103292614685e-01,9.000000000000000000e+00
-3.066150967017095552e-01,-8.969274226694050611e-01,2.000000000000000000e+00
8.089503776450210903e-01,-5.877540750405003678e-01,9.000000000000000000e+00
-3.090167235749980423e-01,9.510510583401244888e-01,3.000000000000000000e+00
9.834931920447551601e-01,-5.168604470104714091e-03,0.000000000000000000e+00
-7.957546305569133116e-01,5.774081109227506836e-01,4.000000000000000000e+00
3.091269011164147207e-01,9.501990296676928738e-01,2.000000000000000000e+00
9.999964192769829063e-01,-1.942347505344347561e-06,0.000000000000000000e+00
-3.088358326410640675e-01,-9.495868748516438362e-01,7.000000000000000000e+00
8.089995043544681019e-01,5.877720857598506266e-01,1.000000000000000000e+00
8.090031901500086553e-01,5.877770193640253771e-01,1.000000000000000000e+00
3.090424853426331220e-01,9.510324020410868551e-01,2.000000000000000000e+00
8.089958450808751866e-01,5.877606476745953490e-01,1.000000000000000000e+00
-9.999942629360800694e-01,5.438373703820011218e-06,5.000000000000000000e+00
-3.090178134133950150e-01,9.510493484024918898e-01,3.000000000000000000e+00
-3.091305457524092248e-01,9.505749132018932457e-01,3.000000000000000000e+00
8.085700997785899569e-01,-5.876522046223127127e-01,9.000000000000000000e+00
-3.088020140368928912e-01,-9.491447995780056823e-01,7.000000000000000000e+00
2.933658127729229514e-01,-9.245301836355285241e-01,8.000000000000000000e+00
-8.150743141114671353e-01,-5.690829745962994179e-01,6.000000000000000000e+00
-5.771547171684189292e-01,5.809889964966812315e-01,5.000000000000000000e+00
-8.069030536967018996e-01,-5.867626295401694447e-01,6.000000000000000000e+00
8.089969247931132479e-01,5.877615498808540506e-01,1.000000000000000000e+00
-3.090161179836740657e-01,9.510481504045904533e-01,3.000000000000000000e+00
3.078163480038822453e-01,-9.502954619923131840e-01,8.000000000000000000e+00
8.089782662207841701e-01,5.877657548416994615e-01,1.000000000000000000e+00
9.998723438242244077e-01,1.250621418808782514e-04,0.000000000000000000e+00
-9.998499619313823139e-01,-7.931318932991905657e-05,5.000000000000000000e+00
8.089104760332209709e-01,5.876713207195821687e-01,1.000000000000000000e+00
-3.090063597165965681e-01,9.509607141291619437e-01,3.000000000000000000e+00
8.084201171182644474e-01,5.877514136462532734e-01,1.000000000000000000e+00
-1.000000009538010604e+00,3.995981024459326467e-08,5.000000000000000000e+00
-9.984178620105838009e-01,1.746194923887914915e-03,5.000000000000000000e+00
-8.090154419605937175e-01,-5.877845364420978269e-01,6.000000000000000000e+00
8.089332721460423814e-01,5.877065985967869777e-01,1.000000000000000000e+00
3.090155546330390357e-01,-9.510466377560224949e-01,8.000000000000000000e+00
-9.999999712207331415e-01,-1.193670840654589971e-08,5.000000000000000000e+00
8.067849420667804194e-01,5.853422018791820669e-01,1.000000000000000000e+00
-3.083880097629198014e-01,-9.483150979787464685e-01,7.000000000000000000e+00
7.805612517900694103e-01,-5.873849356325606674e-01,9.000000000000000000e+00
-8.088892177282716034e-01,5.874811699050911384e-01,4.000000000000000000e+00
-8.090169943151652721e-01,-5.877852524068067908e-01,6.000000000000000000e+00
2.392121250391694154e-01,7.383265719998495236e-01,2.000000000000000000e+00
3.090750410430949668e-01,9.510139854409621618e-01,2.000000000000000000e+00
-9.999984962974838298e-01,1.965770967274138104e-06,5.000000000000000000e+00
9.998440481740815677e-01,-7.368314234301953694e-06,0.000000000000000000e+00
-7.959743128345400098e-01,-5.787873482553699267e-01,6.000000000000000000e+00
-9.999752909735072359e-01,3.052793832610394437e-05,5.000000000000000000e+00
-8.091596637432154626e-01,-5.867741313508051393e-01,6.000000000000000000e+00
-3.090533458255700916e-01,9.501080338194058950e-01,3.000000000000000000e+00
-3.089722602330209345e-01,-9.508687244207348899e-01,7.000000000000000000e+00
3.090185925749042717e-01,9.510550137811702998e-01,2.000000000000000000e+00
9.344518952214092566e-01,2.002005965525319696e-03,0.000000000000000000e+00
3.064859972204266314e-01,-9.443425060939094617e-01,8.000000000000000000e+00
3.090082667541759198e-01,-9.510037547916413425e-01,8.000000000000000000e+00
-9.999999996691950610e-01,-3.666648960400938960e-10,5.000000000000000000e+00
-7.959978884013809708e-01,5.782746656503240379e-01,4.000000000000000000e+00
8.088818084008237985e-01,5.876138629438631966e-01,1.000000000000000000e+00
